x,varpi,defect,choi_trace_distance,ratio
0.020140703118595574,2.0,4.698380362414793749776e-10,5.20260009067679112536e-10,0.903083127768060893
0.02119479359583329,2.0,6.0585292744044248715e-10,6.713576044755231457544e-10,0.902429529957802278
0.022304051299739357,2.0,7.812064838717867308015e-10,8.663338496225223977686e-10,0.901738382047720718
0.023471363480473025,2.0,1.007262773167489023484e-9,1.11792956959462217697e-9,0.901007362684518155
0.024699768496269578,2.0,1.298663633832992671812e-9,1.442584535133905337116e-9,0.900233991287343543
0.0259924637218824,2.0,1.674272199288363857889e-9,1.861511152316258858805e-9,0.899415615751259116
0.027352813870923972,2.0,2.15838730691325145691e-9,2.402079739946507023881e-9,0.898549399097516029
0.02878435975376739,2.0,2.782306291984421950468e-9,3.099605792444905501909e-9,0.897632304974432181
0.030290827493804583,2.0,3.586335735235981240411e-9,3.999655842786900552198e-9,0.896661081903755993
0.0318761382260496,2.0,4.62237804580352379618e-9,5.161022356702381815644e-9,0.895632246157712244
0.03354441830333101,2.0,5.957258069599983060719e-9,6.65956170767377160693e-9,0.894542063141403371
0.03530001003663918,2.0,7.677000452634652575017e-9,8.593145541581152820021e-9,0.893386527143827701
0.03714748299758373,2.0,9.892328111974005913154e-9,1.108804840124798502789e-8,0.892161339308421662
0.03909164591238043,2.0,1.274572850969781092262e-8,1.43071880652517525442e-8,0.89086188366068243
0.041137559178325185,2.0,1.642053211639630940118e-8,1.846075574855099287474e-8,0.889483201016035159
0.04329054803533486,2.0,2.115257237739507294437e-8,2.381992896160082510972e-8,0.888019960575630041
0.045556216426837874,2.0,2.724515613379325664414e-8,3.073456054561718544937e-8,0.886466429001161515
0.04794046158609324,2.0,3.50882772840108210541e-8,3.965599623488823372379e-8,0.884816436742071768
0.05044948938590354,2.0,4.518326650659447657054e-8,5.116650685160920762266e-8,0.883063341369637476
0.05308983049167593,2.0,5.817440127724131657628e-8,6.601725158010867623932e-8,0.881199987652463115
0.055868357359875116,2.0,7.488942234466652756836e-8,8.517724361827984772675e-8,0.879218664086877593
0.05879230212611253,2.0,9.639143937184863883611e-8,1.098965048488590961537e-7,0.877111055573750926
0.061869275429432845,2.0,1.240453898416692284784e-7,1.417875183812415900528e-7,0.874868191910469072
0.06510728622179439,2.0,1.596030794173236074519e-7,1.829302766316530580425e-7,0.872480391743456944
